index,title,preco,condicao,vendedor_nome,vendedor_avaliacao,avaliacao_media,total_avaliacoes,pagina,lote,site_code,estrelas_5,estrelas_4,estrelas_3,estrelas_2,estrelas_1,porcentagem_5_estrelas,porcentagem_4_estrelas,porcentagem_3_estrelas,porcentagem_2_estrelas,porcentagem_1_estrela,ratio_5_to_1,link
42,Termo Soprano Exclusiva 1L preto y inoxidável,R$ 165,Novo  |  +1000 vendidos,Loja oficialJaú Pesca,MercadoLíder Platinum,"4,7","882,0",1,1,MLB,766,51,18,7,40,"86,8","5,8","2,0","0,8","4,5","19,1",https://www.mercadolivre.com.br/termo-soprano-exclusiva-1l-preto-y-inoxidavel/p/MLB10249092?searchVariation=MLB10249092#polycard_client=search-nordic&searchVariation=MLB10249092&wid=MLB3943351223&position=27&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
43,Garrafa Térmica Inox Termômetro Visor Led Tampa Vácuo 500ml Cor Preto,"R$ 17,11",Novo  |  +5mil vendidos,Vendido porFORCEFULL,Avaliação não disponível,"4,5","351,0",1,1,MLB,258,50,14,10,19,"73,5","14,2","4,0","2,9","5,4","13,6",https://www.mercadolivre.com.br/garrafa-termica-inox-termmetro-visor-led-tampa-vacuo-500ml-cor-preto/p/MLB21472812?searchVariation=MLB21472812#polycard_client=search-nordic&searchVariation=MLB21472812&wid=MLB3992299903&position=28&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
44,Garrafa Térmica Esportiva - 800ml,R$ 50,Novo  |  1 vendido,GUNDIMCAROL,3Vendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5344417974-garrafa-termica-esportiva-800ml-_JM?searchVariation=183311465860#polycard_client=search-nordic&searchVariation=183311465860&position=49&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
45,12 Garrafa Térmica Xícara Personalizada Empresa Nome Logo,"R$ 467,88",Novo  |  2 vendidos,Coconut Ice,+10milVendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5368262802-12-garrafa-termica-xicara-personalizada-empresa-nome-logo-_JM?searchVariation=183479259770#polycard_client=search-nordic&searchVariation=183479259770&position=50&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
46,Garrafa Térmica Termolar Magic Pump 1 Litro,"R$ 49,90",Novo  |  +1000 vendidos,Vendido porCordeiro Home,MercadoLíder Platinum,"4,7","67,0",1,1,MLB,58,4,1,0,4,"86,6","6,0","1,5","0,0","6,0","14,5",https://www.mercadolivre.com.br/garrafa-termica-termolar-magic-pump-1-litro/p/MLB26587016?searchVariation=MLB26587016#polycard_client=search-nordic&searchVariation=MLB26587016&wid=MLB3937706834&position=29&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
47,Invicta Garrafa térmica Airpot Inox Slim de vidro 1.8L Cor Prateado,"R$ 78,56",Novo  |  +10mil vendidos,Loja oficialRei Dos Térmicos,MercadoLíder Platinum,"4,5","5,0",1,1,MLB,5,0,0,0,0,"81,0","7,0","3,5","1,7","6,8",inf,https://www.mercadolivre.com.br/invicta-garrafa-termica-airpot-inox-slim-de-vidro-18l-cor-prateado/p/MLB10217010?searchVariation=MLB10217010#polycard_client=search-nordic&searchVariation=MLB10217010&wid=MLB3889262983&position=30&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
48,Cokunst Premium Academia 500ml,"R$ 48,90",Novo  |  +5mil vendidos,Vendido porDOMEDOME20230630165016,MercadoLíder Gold,"4,7","1,0",1,1,MLB,1,0,0,0,0,"81,3","10,4","3,9","1,6","2,8",inf,https://www.mercadolivre.com.br/cokunst-premium-academia-500ml/p/MLB26880334?searchVariation=MLB26880334#polycard_client=search-nordic&searchVariation=MLB26880334&wid=MLB4148965090&position=31&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
49,Garrafa Térmica Gocase Fresh Inox Parede Dupla Isolada 650ml,"R$ 143,99",Novo  |  +1000 vendidos,Loja oficialAzbuy,MercadoLíder Platinum,"4,8","1,0",1,1,MLB,1,0,0,0,0,"91,1","4,7","1,7","0,8","1,8",inf,https://www.mercadolivre.com.br/garrafa-termica-gocase-fresh-inox-parede-dupla-isolada-650ml/p/MLB28835029?searchVariation=MLB28835029#polycard_client=search-nordic&searchVariation=MLB28835029&wid=MLB3541305305&position=32&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
50,Garrafa Térmica Resistente Mor 1 Litro Para Café Chá Cor Preto,"R$ 34,31",Novo  |  +1000 vendidos,Vendido porCLICKPEOPLE,MercadoLíder Platinum,"4,6","334,0",1,1,MLB,276,21,11,3,23,"82,6","6,3","3,3","0,9","6,9","12,0",https://www.mercadolivre.com.br/garrafa-termica-resistente-mor-1-litro-para-cafe-cha-cor-preto/p/MLB24436513?searchVariation=MLB24436513#polycard_client=search-nordic&searchVariation=MLB24436513&wid=MLB3818591227&position=3&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
51,Garrafa Térmica 1 Litro Com Termômetro Led Para Chás / Café,"R$ 53,06",Novo  |  +10mil vendidos,DARU20240421093708,+100milVendas concluídas,"4,5","5,0",2,2,MLB,4,1,0,0,0,"75,4","10,5","5,1","2,8","6,1",inf,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=LiN86IHsFAChnmLrasQZqRFNMVaL%2FVQBAmFihPbrRQ5RT2ktTzMlGo2z2dDPfLh1HGdyY3jMekovqWrK588zVHEWmesMwUVFp73X0NQqHtMMeYWI%2BkIDrV9iTIe%2BNxPTE%2BOMDgH2ntoPiLZStHklVa4S%2BM84D6hYLBicUtXEXbc4Q4%2FSgJQSQHzMVR6SgU6wYtn9S8fAXPgupFRwEY4qiaH9fKQ4Q5QbaaIaSOSu1LQnFZPYoMiCPyHbz%2Bkp1z1AV9kaTryAWJVLDmoT20v8TCaBINS%2FeW6NIrJypGtUkUt3c21Wr4Z7ekcP8UK1OwgYA3rwiBJh9bJOXlYJ8O9Guf6oTff2aDVH%2FlODneMV48vS0%2F87805OeAEEpCbsUxoq8HwRBkTBdr%2FEgOH%2BLz%2FAF7ZBDzSwwx5SH3St%2F9rN77toquCWmet2O69yx%2BDfHLVM1K92tsaJ4W1SWoIeaMioGimmI3xaiVlSBomwekwQIhHfUqaOrfPz3HJkV2D1pol7Zsik7eBD%2BRDOsAFjy93BvA%2Bth8vvY7vXLuos26TDJAMqW1S6oia4kajkiQLy%2ByhxOlwFeNRLX0O7xhW6p1qoYhg1nlAINQ7KIQxLh4xj6H%2BnJKf%2F1%2FA7X9ZTlZKYLP7VR3MdS0719Yi5GSwyVKp4ndOfK9vrfXtQX2MrFkyjxK5kOi9LRDjP3JE70%2BV98AlhIQ4ZuJMUgcWRHWqQVeBgAQI%2BfdVolhFe5dm1dbX7TwOZ6iE8N%2BSgFeMKACfYEHDDXyFi%2BFc7JL6UxUxPcgIRzvptF6zwXTvu6yfwXgRDQ5Ik0N7Nhcx9zvwd%2Bh%2BbREJontOUG%2BDiSc50hZqGD0n9eYYoXLS7RhU80LqOEA%2FzFWYvtCt%2FxFh3Xw%3D%3D&searchVariation=184022220277#polycard_client=search-nordic&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163
52,Garrafa Térmica Genérica 1l Com Termômetro E Led Café/chá,"R$ 48,85",Novo  |  +25 vendidos,CM20250219101741,+100Vendas concluídas,"0,0",,2,2,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=lqp%2Bj34qmVpe2Pbm6sC8icTTh%2FmcMHAkj7mbkk1LGh2vy9vp5ez%2Boxjv1VzDygix1498iNzC5RUMgHGv7oAVBqVhac4wJ2kgVze7%2FM8vGH1EMqjnrwRdwKtvm8vO9XHnbCsg6%2Bko1gBdBYYVr0AUDvI%2Bqm%2BQ6lvtDVwZz6G2pOiDMIgCWRAGhwH2HecFkCpD7EBZqSTIUc4RVMAJiWuIiruTij7UZbNRFowzv2GHXESGa23WNUtghmAvQbt1hdp1Vi9ZD9Dhp18U3JcJHZC6JWvT4oGFFpkTLBZD4JTKBNAEvU9%2FL4fF45UPBRz5fw2Wb70XoVdTeUJoJ94i6apAyUG19%2F4zV4mKlKazJjbS7%2B8J%2B%2F8txhLJBwxrEFbyr5keyBiOEQF5%2FdaM%2FiYMFISlwK%2FOo%2FTQ8ceFIqeIxEAyW1S9CgnwCabBzVIBO5mM%2B4Zb7XcgsfWv2Gvril%2FyKt%2FrJ62eDqe8DH153JHpbrDhi%2FJDx%2F2Dezp8IQmCJQBCQNP%2FWBS%2BFGuR%2F79baEnVqszehWs%2BFjCZ3EFJl41EAKMAm%2Bi8qLXO5D9rMAGIKshsxA72K1jo2UQaFXdVPUYsUb9j%2BBafzlmo05COTmKJocOzEqr2iUw%2B3Q9dlxGgeVuM8KmFVtyRoZVI7p4r3qr8RE9A7RM4vT1TsrzGOMm6tVV7g2Vr8WA%2FCC2M0He3wjtU5mVF5XiOWZShWwApPoLLqWg7xAjMYL68Uwmj6lEJ3xzP%2F7J6DNMm2obko8a%2Bvu%2B8c%2FuCBb20EY8faBeT3HtclPkMfaSo9%2FlQkwYzJZmLvLCknQuGzx%2Bzlluvm3k521bEQ7iYWj7DT3knMGi%2B5ilcAKDhT%2BFVmQKCEwYophBF0zFYa%2B6MEHlD7Ka%2F&searchVariation=187062495333#polycard_client=search-nordic&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163
53,Garrafa Térmica Resistente Mor 1 Litro Para Café Chá Cor Preto,"R$ 34,31",Novo  |  +1000 vendidos,Vendido porCLICKPEOPLE,MercadoLíder Platinum,"4,6","334,0",2,2,MLB,276,21,11,3,23,"82,6","6,3","3,3","0,9","6,9","12,0",https://www.mercadolivre.com.br/garrafa-termica-resistente-mor-1-litro-para-cafe-cha-cor-preto/p/MLB24436513?searchVariation=MLB24436513#polycard_client=search-nordic&searchVariation=MLB24436513&wid=MLB3818591227&position=5&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
54,Garrafa Térmica De Aço Inoxidável 950ml,R$ 45,Novo  |  +5 vendidos,SS20240928131614,+100Vendas concluídas,"0,0",,2,2,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-3927646477-garrafa-termica-de-aco-inoxidavel-950ml-_JM?searchVariation=182447973756#polycard_client=search-nordic&searchVariation=182447973756&position=37&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163
55,Garrafa Térmica Isomax 1l Ntk Camping Aço Inoxidável C Alça,"R$ 72,70",Novo  |  +25 vendidos,NINJA FERMOTOPARTS,+50milVendas concluídas,"5,0","4,0",2,2,MLB,4,0,0,0,0,"100,0","0,0","0,0","0,0","0,0",inf,https://produto.mercadolivre.com.br/MLB-5335360232-garrafa-termica-isomax-1l-ntk-camping-aco-inoxidavel-c-alca-_JM?searchVariation=187376988649#polycard_client=search-nordic&searchVariation=187376988649&position=38&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163
56,Garrafa Jarra Térmica Inox Termômetro Digital 1l C/ Display Cor Preto,"R$ 55,11",Novo  |  +1000 vendidos,Vendido porRSAM_IMPORTS,MercadoLíder Platinum,"4,6","299,0",2,2,MLB,250,25,5,6,13,"83,6","8,4","1,7","2,0","4,3","19,2",https://www.mercadolivre.com.br/garrafa-jarra-termica-inox-termmetro-digital-1l-c-display-cor-preto/p/MLB39869301?searchVariation=MLB39869301#polycard_client=search-nordic&searchVariation=MLB39869301&wid=MLB5177227546&position=3&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
57,Vittak Garrafa de Água Térmica Aço Inox Gelada Anti Vazamento 500ml de Dupla Camada com Tampa Rosqueável,"R$ 42,68",Novo  |  +1000 vendidos,Loja oficialEletroFlex,MercadoLíder Platinum,"4,7","589,0",2,2,MLB,491,53,15,2,28,"83,4","9,0","2,5","0,3","4,8","17,5",https://www.mercadolivre.com.br/vittak-garrafa-de-agua-termica-aco-inox-gelada-anti-vazamento-500ml-de-dupla-camada-com-tampa-rosqueavel/p/MLB36757240?searchVariation=MLB36757240#polycard_client=search-nordic&searchVariation=MLB36757240&wid=MLB4628802296&position=6&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
58,Termo Invicta GLT Pressão 1L pretolisa,"R$ 49,90",Novo  |  +5mil vendidos,Vendido porADVANZCOMMERCE,MercadoLíder Platinum,"4,5","1,0",2,2,MLB,1,0,0,0,0,"76,9","8,5","5,0","2,2","7,4",inf,https://www.mercadolivre.com.br/termo-invicta-glt-presso-1l-pretolisa/p/MLB12793771?searchVariation=MLB12793771#polycard_client=search-nordic&searchVariation=MLB12793771&wid=MLB5263075352&position=10&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
59,Garrafão Térmico 5 Litros Supertermo Termolar Cor Azul,"R$ 35,42",Novo  |  +10mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,"4,7","1,0",2,2,MLB,1,0,0,0,0,"84,2","9,6","2,8","1,1","2,2",inf,https://www.mercadolivre.com.br/garrafo-termico-5-litros-supertermo-termolar-cor-azul/p/MLB19724263?searchVariation=MLB19724263#polycard_client=search-nordic&searchVariation=MLB19724263&wid=MLB4258255744&position=8&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
60,Garrafa Água De Aço Inox 750ml Mor Capa Neoprene Alça Academia Caminhada,R$ 36,Novo  |  +10mil vendidos,Vendido porKAB COMERCIAL,MercadoLíder Platinum,"4,3","756,0",2,2,MLB,544,73,52,30,57,"72,0","9,7","6,9","4,0","7,5","9,5",https://www.mercadolivre.com.br/garrafa-agua-de-aco-inox-750ml-mor-capa-neoprene-alca-academia-caminhada/p/MLB19699651?searchVariation=MLB19699651#polycard_client=search-nordic&searchVariation=MLB19699651&wid=MLB5179788422&position=9&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
61,Garrafa Térmica 1200ml Bebidas Quentes E Frias Cor Azul-marinho Portátil Lsolamento De Aço Inoxidável 304 Térmico Antiderrapante,"R$ 59,24",Novo  |  +500 vendidos,Vendido porLQM202310,MercadoLíder Platinum,"4,8","138,0",2,2,MLB,124,8,0,2,4,"89,9","5,8","0,0","1,4","2,9","31,0",https://www.mercadolivre.com.br/garrafa-termica-1200ml-bebidas-quentes-e-frias-cor-azul-marinho-portatil-lsolamento-de-aco-inoxidavel-304-termico-antiderrapante/p/MLB47842474?searchVariation=MLB47842474#polycard_client=search-nordic&searchVariation=MLB47842474&wid=MLB5027980608&position=12&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
62,Garrafa Aço Inoxidavel 710 Ml Puma Importada Eua,R$ 262,Novo,MY.BEST.BUY,+500Vendas concluídas,"0,0",,2,2,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5364202036-garrafa-aco-inoxidavel-710-ml-puma-importada-eua-_JM?searchVariation=183437738020#polycard_client=search-nordic&searchVariation=183437738020&position=39&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163
63,Cokunst Premium Academia De Água Squeeze Térmica Inox Mantém Temperatura Cor Branca 500 ML,"R$ 44,13",Novo  |  +1000 vendidos,Vendido porDOMEDOME20230630165016,MercadoLíder Gold,"4,7","1,0",2,2,MLB,1,0,0,0,0,"81,3","10,4","3,9","1,6","2,8",inf,https://www.mercadolivre.com.br/cokunst-premium-academia-de-agua-squeeze-termica-inox-mantem-temperatura-cor-branca-500-ml/p/MLB26880335?searchVariation=MLB26880335#polycard_client=search-nordic&searchVariation=MLB26880335&wid=MLB4270356016&position=4&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
64,Garrafa Térmica Squeeze De Academia Inox Água 1 Litro Sports Start Premium Cor Preto,"R$ 39,87",Novo  |  +1000 vendidos,Vendido porSTARTCOMERCIODIGITAL,MercadoLíder,"4,7","853,0",2,2,MLB,742,55,19,12,25,"87,0","6,5","2,2","1,4","2,9","29,7",https://www.mercadolivre.com.br/garrafa-termica-squeeze-de-academia-inox-agua-1-litro-sports-start-premium-cor-preto/p/MLB29068823?searchVariation=MLB29068823#polycard_client=search-nordic&searchVariation=MLB29068823&wid=MLB4308311614&position=29&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
65,"Garrafa Térmica Em Aço Inox 1,5 Litros - Chacal","R$ 106,52",Novo  |  +50 vendidos,Vendido porBR GROW,MercadoLíder Gold,"0,0",,2,2,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://www.mercadolivre.com.br/garrafa-termica-em-aco-inox-15-litros-chacal/p/MLB41270064?searchVariation=MLB41270064#polycard_client=search-nordic&searchVariation=MLB41270064&wid=MLB5368895916&position=15&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
66,Garrafa Térmica Wolff Bird De Plástico Branca 1l Cor Branco,"R$ 76,90",Novo  |  +1000 vendidos,Vendido porPREMIER CASA ESTILO,MercadoLíder Platinum,"4,7","385,0",2,2,MLB,341,22,5,2,15,"88,6","5,7","1,3","0,5","3,9","22,7",https://www.mercadolivre.com.br/garrafa-termica-wolff-bird-de-plastico-branca-1l-cor-branco/p/MLB20582853?searchVariation=MLB20582853#polycard_client=search-nordic&searchVariation=MLB20582853&wid=MLB3635396453&position=11&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
67,Garrafa Térmica Stanley Slim Bottle Ash Gloss 591ml,R$ 295,Novo  |  4 vendidos,Victoria Louças,MercadoLíder Platinum,"0,0",,2,2,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5348827156-garrafa-termica-stanley-slim-bottle-ash-gloss-591ml-_JM?searchVariation=183339713814#polycard_client=search-nordic&searchVariation=183339713814&position=40&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163
68,Garrafa Térmica 100% Inox Revolution 1.9l Com Bomba Termolar Cor Prateado,"R$ 322,91",Novo  |  +5mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,"4,8","1,0",2,2,MLB,1,0,0,0,0,"89,3","5,0","2,0","0,8","2,8",inf,https://www.mercadolivre.com.br/garrafa-termica-100-inox-revolution-19l-com-bomba-termolar-cor-prateado/p/MLB19724357?searchVariation=MLB19724357#polycard_client=search-nordic&searchVariation=MLB19724357&wid=MLB3681289581&position=20&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
69,Jarra Térmica 500ml Tramontina Exata Preto 61636/053,"R$ 40,66",Novo  |  +100 vendidos,Vendido porTITAN_SP,MercadoLíder Platinum,"5,0","13,0",2,2,MLB,13,0,0,0,0,"100,0","0,0","0,0","0,0","0,0",inf,https://www.mercadolivre.com.br/jarra-termica-500ml-tramontina-exata-preto-61636053/p/MLB37215669?searchVariation=MLB37215669#polycard_client=search-nordic&searchVariation=MLB37215669&wid=MLB3956404681&position=7&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
70,Garrafa Térmica Pacco Vyta 500ml- Personalização Grátis,"R$ 278,40",Novo  |  +5 vendidos,SAUDEMOVIMENTO,+1000Vendas concluídas,"0,0",,2,2,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5358131910-garrafa-termica-pacco-vyta-500ml-personalizaco-gratis-_JM?searchVariation=187578438783#polycard_client=search-nordic&searchVariation=187578438783&position=41&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163
71,Garrafão Térmico 5 Litros Azul Supertermo Termolar,"R$ 38,46",Novo  |  +10mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,"4,7","5,0",2,2,MLB,5,0,0,0,0,"82,8","10,0","3,9","1,1","2,2",inf,https://www.mercadolivre.com.br/garrafo-termico-5-litros-azul-supertermo-termolar/p/MLB22498934?searchVariation=MLB22498934#polycard_client=search-nordic&searchVariation=MLB22498934&wid=MLB3752179777&position=18&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
72,Garrafa Térmica Cascade Galapagos Preto e Amarelo 710ml,"R$ 140,99",Novo  |  +500 vendidos,Vendido porSPLOGIC,Avaliação não disponível,"4,9","413,0",2,2,MLB,399,7,2,1,4,"96,6","1,7","0,5","0,2","1,0","99,8",https://www.mercadolivre.com.br/garrafa-termica-cascade-galapagos-preto-e-amarelo-710ml/p/MLB26206077?searchVariation=MLB26206077#polycard_client=search-nordic&searchVariation=MLB26206077&wid=MLB3514627873&position=23&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
73,Garrafa Térmica Thermos Funtainer Spider-man,"R$ 256,80",Novo  |  1 vendido,CAREMIAMI,+5milVendas concluídas,"0,0",,2,2,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5346729900-garrafa-termica-thermos-funtainer-spider-man-_JM?searchVariation=187490913091#polycard_client=search-nordic&searchVariation=187490913091&position=42&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163
74,Garrafa Com Alça E Bico 960ml Parede Dupla Treino Viagem,"R$ 65,87",Novo  |  1 vendido,LABELLYSHOP,+50Vendas concluídas,"0,0",,2,2,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5361021750-garrafa-com-alca-e-bico-960ml-parede-dupla-treino-viagem-_JM?searchVariation=183419554618#polycard_client=search-nordic&searchVariation=183419554618&position=43&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163
75,Garrafa Térmica Color Mor 500ml Ref.8072 - Azul,"R$ 49,34",Novo  |  +500 vendidos,Vendido porEASY_DECOR,MercadoLíder Platinum,"4,9","168,0",2,2,MLB,158,7,2,0,1,"94,0","4,2","1,2","0,0","0,6","158,0",https://www.mercadolivre.com.br/garrafa-termica-color-mor-500ml-ref8072-azul/p/MLB27606938?searchVariation=MLB27606938#polycard_client=search-nordic&searchVariation=MLB27606938&wid=MLB5276872458&position=30&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search
