id,titulo,link,preco,preco_original,desconto,vendedor,seller_id,reputation_level,power_seller_status,rating_medio,total_reviews,rating_5_estrelas,rating_4_estrelas,rating_3_estrelas,rating_2_estrelas,rating_1_estrela,tem_reviews,reviews_com_texto,reviews_com_imagens,avaliacoes_positivas,avaliacoes_negativas,avaliacoes_neutras,marca,condicao,descricao_produto,caracteristicas_principais,frete_gratis,shipping_mode,tempo_entrega,imagem_url,fotos_produto,product_id,sku,brand,data_coleta,tem_dados_detalhados,qualidade_extracao_detalhada,score_qualidade_detalhes,vendas_loja,vendas_produto,devolucao_gratis,compra_garantida,tempo_garantia,timestamp_extracao_detalhada,metodo_extracao_detalhada,tamanho_resposta_bytes,status_resposta_http
N/A,Cartucho 667 Hp Preto Original  1275 2374  2376 2775  6476,https://www.mercadolivre.com.br/cartucho-667-hp-preto-original--1275-2374--2376-2775--6476/up/MLBU1444272577#polycard_client=search-nordic&search_layout=grid&position=25&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3389954163&sid=search,BRL 64.9,N/A,Sem desconto,vanvan,1377207124,5_green,platinum,4.8,35,26,8,1,0,0,True,0,0,34,0,1,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 100 páginas | Tinta à base de água.,,Não,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_792919-MLB54907678425_042023-E.webp,"https://http2.mlstatic.com/D_NQ_NP_792919-MLB54907678425_042023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1444272577,MLBU1444272577,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,100,Sim,Sim,30 dias,2025-09-28T19:02:48.971841,spider_scrapy,615917,200
MLB48686774,Kit 2 Cartuchos Hp 664xl (preto + Color) 2136 2676,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664xl-preto-color-2136-2676/p/MLB48686774#polycard_client=search-nordic&search_layout=grid&position=26&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5518037936&sid=search,BRL 277.41,N/A,Sem desconto,MVCARTUCHOS8,353464834,5_green,silver,4.7,3,3,0,0,0,0,True,0,0,3,0,0,N/A,Novo,Unidades por embalagem: 480. | Conteúdo total em volume: 16.5 mL. | Cor da tinta: Preto/Tricolor. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 480 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_721259-MLA83860146955_042025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_721259-MLA83860146955_042025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB48686774,MLB48686774,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,100,Sim,Sim,30 dias,2025-09-28T19:02:52.020169,spider_scrapy,579068,200
MLB39019456,Kit Cartucho Hp 667 Preto E 667 Colorido 2376 2776,https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto-e-667-colorido-2376-2776/p/MLB39019456#polycard_client=search-nordic&search_layout=grid&position=27&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3859516431&sid=search,BRL 142.5,N/A,Sem desconto,vanvan,1377207124,5_green,platinum,4.8,317,223,79,9,3,3,True,0,0,302,6,9,N/A,Novo,Unidades por embalagem: 2. | Conteúdo total em volume: 4 mL. | Cor da tinta: Preto/Tricolor. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | Tinta pigmentada. | Rende 120 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_807591-MLU78192290417_082024-E.webp,"https://http2.mlstatic.com/D_NQ_NP_807591-MLU78192290417_082024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB39019456,MLB39019456,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,5000,Sim,Sim,30 dias,2025-09-28T19:02:55.738601,spider_scrapy,678577,200
MLB2039724604,Kit De Cartuchos 664 Hp -  2 Pretos E 1 Color Original,https://www.mercadolivre.com.br/hp-kit-cartuchos-hp-664-2-cartucho-hp-664-colorido-1/p/MLB2039724604#polycard_client=search-nordic&search_layout=grid&position=28&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB4459867280&sid=search,BRL 219.9,N/A,Sem desconto,OBERO INFORMATICA,676710281,5_green,platinum,4.8,81,59,20,2,0,0,True,0,0,79,0,2,N/A,Novo,"Descrição KIT com 2 cartuchos hp 664 pretos e 1 hp 664 color Características do Produto: Obtenha a qualidade da HP que você conhece e confia. Imprima documentos todos os dias com texto e imagens nítidas e os custos de impressão acessíveis com os cartuchos originais HP. Imprima bordas perfeitas em textos e em gráficos, usando Cartuchos Originais HP. Qualidade impressionante de texto e imagens para desfrutar de documentos e fotos. Média baseada em ISO / IEC 24711 ou na metodologia de teste HP e impressão contínua. O desempenho real varia consideravelmente com base no conteúdo das páginas impressas e outros fatores. Especificações do produto: Desempenho: Até 120 páginas Compatibilidade: HP Deskjet Ink Advantage 2136, HP Deskjet Ink Advantage 2676, HP Deskjet Ink Advantage 3776, HP DeskJet Ink Advantage 5076, HP DeskJet Ink Advantage 5276 Tipo de Desempenho: Padrão Conteúdo da Embalagem: Cartucho novo de tinta HP original Dois cartuchos pretos e um cartucho colorido Diferenciadores: Impres",,Sim,me2,6-6 dias úteis,https://http2.mlstatic.com/D_Q_NP_2X_737052-MLB84219679118_052025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_783121-MLA69623871096_052023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB2039724604,MLB2039724604,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,500,Sim,Sim,30 dias,2025-09-28T19:02:59.130533,spider_scrapy,929874,200
MLB36772792,Cartucho De Tinta Hp 662 Preto Advantage,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-662-preto-advantage/p/MLB36772792#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3888681729&sid=search,BRL 64.68,R$ 71,Sem desconto,MegaByteMagazine,167787623,5_green,platinum,4.7,1767,1239,441,53,17,17,True,0,0,1680,34,53,N/A,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 2 mL. | Cor da tinta: Preto. | Unidades por kit: 1. | Formato de venda: Unidade. | Cartucho do tipo original. | Rende 130 páginas,,Não,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_851261-MLA84846526119_052025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_851261-MLA84846526119_052025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB36772792,MLB36772792,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,50000,Sim,Sim,30 dias,2025-09-28T19:03:01.959327,spider_scrapy,684953,200
MLB39881749,Kit Cartuchos De Tinta Colorida E Preta 664xl Para Impressor,https://www.mercadolivre.com.br/kit-cartuchos-de-tinta-colorida-e-preta-664xl-para-impressor/p/MLB39881749#polycard_client=search-nordic&search_layout=grid&position=30&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5537189928&sid=search,BRL 379.36,N/A,Sem desconto,PRIMER.PRINT,235862846,5_green,silver,4.6,113,80,28,3,1,1,True,0,0,108,2,3,N/A,Novo,Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 300 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_999474-MLU78476445286_082024-E.webp,https://http2.mlstatic.com/D_NQ_NP_999474-MLU78476445286_082024-O.webp,MLB39881749,MLB39881749,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:03:04.374689,spider_scrapy,631901,200
MLB36783881,Cartucho De Tinta Hp 664 Negro y 664 Tricolor 2 Unidades,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-negro-y-664-tricolor-2-unidades/p/MLB36783881#polycard_client=search-nordic&search_layout=grid&position=31&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3688322801&sid=search,BRL 143.9,N/A,Sem desconto,OBERO INFORMATICA,676710281,5_green,platinum,4.7,542,381,135,16,5,5,True,0,0,516,10,16,N/A,Novo,Unidades por embalagem: 2. | Conteúdo total em volume: 4 mL. | Cor da tinta: Preto/Tricolor. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Rende 240 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_908936-MLU77298479529_062024-E.webp,"https://http2.mlstatic.com/D_NQ_NP_908936-MLU77298479529_062024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB36783881,MLB36783881,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:03:07.265240,spider_scrapy,664107,200
N/A,Kit Cartucho Original Hp 664 Preto + Color Deskjet 2676 3636,https://www.mercadolivre.com.br/kit-cartucho-original-hp-664-preto--color-deskjet-2676-3636/up/MLBU1974201120#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3197711071&sid=search,BRL 164.99,N/A,Sem desconto,CASAPRINT SPEED,567521007,5_green,platinum,4.6,111,79,27,3,1,1,True,0,0,106,2,3,N/A,Novo,"Unidades por embalagem: 2 | Conteúdo total em volume: 4 mL | Cor da tinta: COLORIDO, PRETO | Unidades por kit: 2 | Formato de venda: Kit | Cartucho do tipo original. | Rende 100 páginas | Tinta pigmentada.",,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_857954-MLA53738063803_022023-E.webp,"https://http2.mlstatic.com/D_NQ_NP_857954-MLA53738063803_022023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1974201120,MLBU1974201120,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,500,Sim,Sim,30 dias,2025-09-28T19:03:10.022535,spider_scrapy,605277,200
N/A,Cartucho Tinta Original Hp 664 Preto F6v29ab 2136 2676 3776,https://www.mercadolivre.com.br/cartucho-tinta-original-hp-664-preto-f6v29ab-2136-2676-3776/up/MLBU760727256#polycard_client=search-nordic&search_layout=grid&position=33&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3295841919&sid=search,BRL 64.9,N/A,Sem desconto,Park Ecom,1301646661,5_green,platinum,4.7,118,84,29,3,1,1,True,0,0,113,2,3,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 100 páginas | Tinta preto.,,Não,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_729044-MLB89012497235_072025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_729044-MLB89012497235_072025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU760727256,MLBU760727256,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:03:12.575395,spider_scrapy,638957,200
N/A,2 Cartuchos 664 Preto Black Impressora Hp Deskjet 1115 3636,https://www.mercadolivre.com.br/2-cartuchos-664-preto-black-impressora-hp-deskjet-1115-3636/up/MLBU1120942970#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3070267695&sid=search,BRL 139.9,N/A,Sem desconto,OBERO INFORMATICA,676710281,5_green,platinum,4.6,91,67,22,2,0,0,True,0,0,89,0,2,N/A,Novo,Unidades por embalagem: 2 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 2 | Formato de venda: Kit | Cartucho do tipo original. | É recarregável. | Rende 100 páginas | Tinta preto.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_908723-MLB54897565905_042023-E.webp,"https://http2.mlstatic.com/D_NQ_NP_908723-MLB54897565905_042023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1120942970,MLBU1120942970,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,100,Sim,Sim,30 dias,2025-09-28T19:03:16.109406,spider_scrapy,622241,200
N/A,Kit Cartucho Hp 664 Preto E Colorido 2135 2674 2676 Original,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-colorido-2135-2674-2676-original/up/MLBU1120068512#polycard_client=search-nordic&search_layout=grid&position=35&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3050587407&sid=search,BRL 143.9,N/A,Sem desconto,OBERO INFORMATICA,676710281,5_green,platinum,4.7,681,479,170,20,6,6,True,0,0,649,12,20,N/A,Novo,Unidades por embalagem: 2 | Conteúdo total em volume: 2 mL | Cor da tinta: Cores | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 200 páginas | Tinta preto.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_712817-MLB46625778795_072021-E.webp,"https://http2.mlstatic.com/D_NQ_NP_712817-MLB46625778795_072021-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1120068512,MLBU1120068512,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:03:18.810256,spider_scrapy,632256,200
N/A,Kit Cartucho Hp 664 Preto + Hp 664 Colorido Original Nf,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto--hp-664-colorido-original-nf/up/MLBU1455884048#polycard_client=search-nordic&search_layout=grid&position=36&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3670283480&sid=search,BRL 140.99,R$ 154,Sem desconto,vanvan,1377207124,5_green,platinum,4.7,512,359,128,15,5,5,True,0,0,487,10,15,N/A,Novo,Unidades por embalagem: 2 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto/Tricolor | Unidades por kit: 2 | Formato de venda: Kit | Cartucho do tipo original. | Rende 120 páginas,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_617521-MLB76079957563_042024-E.webp,"https://http2.mlstatic.com/D_NQ_NP_617521-MLB76079957563_042024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1455884048,MLBU1455884048,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:03:21.689095,spider_scrapy,645955,200
N/A,Kit 2 Cartuchos Originais Hp 664 Preto + Color Deskjet 3776,https://www.mercadolivre.com.br/kit-2-cartuchos-originais-hp-664-preto--color-deskjet-3776/up/MLBU1974340702#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3197586438&sid=search,BRL 164.9,N/A,Sem desconto,CASAPRINT SPEED,567521007,5_green,platinum,4.8,177,126,44,5,1,1,True,0,0,170,2,5,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto e Tricolor | Unidades por kit: 2 | Formato de venda: Kit | Cartucho do tipo original. | Rende 100 páginas | Tinta preto.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_796269-MLA53737956269_022023-E.webp,https://http2.mlstatic.com/D_NQ_NP_796269-MLA53737956269_022023-O.webp,MLBU1974340702,MLBU1974340702,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,500,Sim,Sim,30 dias,2025-09-28T19:03:24.510325,spider_scrapy,607567,200
N/A,Cartucho Hp 664xl Preto Original (f6v31ab),https://www.mercadolivre.com.br/cartucho-hp-664xl-preto-original-f6v31ab/up/MLBU3283536628#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5484181890&sid=search,BRL 154.48,R$ 179,Sem desconto,Mercado Livre,480263032,5_green,platinum,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 8 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 330 páginas | Tinta à base de água.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_678988-MLA87078827773_072025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_678988-MLA87078827773_072025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU3283536628,MLBU3283536628,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,N/A,Sim,Sim,30 dias,2025-09-28T19:03:27.416030,spider_scrapy,557244,200
MLB37079884,Kit Cartucho Hp 664 Preto E Color Para 4535 4675 3835 1115 2135 3635 2675 3775 3785 3787 3789,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-color-para-4535-4675-3835-1115-2135-3635-2675-3775-3785-3787-3789/p/MLB37079884#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5055574808&sid=search,BRL 140.55,N/A,Sem desconto,TC20240813115050,1942736273,5_green,platinum,4.9,87,64,21,2,0,0,True,0,0,85,0,2,N/A,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 2 mL. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 220 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_825568-MLU77727211494_072024-E.webp,"https://http2.mlstatic.com/D_NQ_NP_825568-MLU77727211494_072024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB37079884,MLB37079884,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:03:30.827386,spider_scrapy,637719,200
N/A,Cartucho De Tinta Hp 664 Colorido Advantage Original,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-colorido-advantage-original/up/MLBU750309843#polycard_client=search-nordic&search_layout=grid&position=40&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB2671474178&sid=search,BRL 72.9,N/A,Sem desconto,OBERO INFORMATICA,676710281,5_green,platinum,4.6,36,26,9,1,0,0,True,0,0,35,0,1,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Unidades por kit: 1 | Cartucho do tipo original. | Rende 100 páginas,,Não,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_755253-MLA48974139015_012022-E.webp,"https://http2.mlstatic.com/D_NQ_NP_755253-MLA48974139015_012022-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU750309843,MLBU750309843,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,100,Sim,Sim,30 dias,2025-09-28T19:03:33.876327,spider_scrapy,603220,200
MLB52063715,Cartucho Hp 664xl 664 Xl Preto Hp E,https://www.mercadolivre.com.br/cartucho-hp-664xl-664-xl-preto-hp-e/p/MLB52063715#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5477851512&sid=search,BRL 128.04,N/A,Sem desconto,Park Ecom,1301646661,5_green,platinum,4.3,52,27,18,5,1,1,True,0,0,45,2,5,N/A,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 8.5 mL. | Cor da tinta: Preto. | Unidades por kit: 1. | Formato de venda: Unidade. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 300 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_721363-MLA91971172981_092025-E.webp,https://http2.mlstatic.com/D_NQ_NP_721363-MLA91971172981_092025-O.webp,MLB52063715,MLB52063715,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,100,Sim,Sim,30 dias,2025-09-28T19:03:36.243060,spider_scrapy,631935,200
N/A,Cartucho De Tinta Hp 664 Xl Fvc631 Ab Original Preto-black,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-xl-fvc631-ab-original-pretoblack/up/MLBU1439011953#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3329791893&sid=search,BRL 195.2,N/A,Sem desconto,vanvan,1377207124,5_green,platinum,5.0,1,0,0,0,0,1,True,0,0,0,1,0,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | É recarregável. | Rende  páginas | Tinta à base de água.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_683767-MLA69624040428_052023-E.webp,"https://http2.mlstatic.com/D_NQ_NP_683767-MLA69624040428_052023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1439011953,MLBU1439011953,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,5,Sim,Sim,30 dias,2025-09-28T19:03:39.371003,spider_scrapy,563364,200
MLB39021524,Cartuchos Hp 664xl Preto E Colorido Hp Lacrados,https://www.mercadolivre.com.br/cartuchos-hp-664xl-preto-e-colorido-hp-lacrados/p/MLB39021524#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3805850875&sid=search,BRL 248,N/A,Sem desconto,Park Ecom,1301646661,5_green,platinum,4.6,118,84,29,3,1,1,True,0,0,113,2,3,N/A,Novo,Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta preta: pigmentada- color: corante. | Rende 480 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_710799-MLA91572867722_092025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_710799-MLA91572867722_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB39021524,MLB39021524,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:03:42.410687,spider_scrapy,657046,200
MLB40534204,Kit De Cartucho Hp 664xl Preto E Colorido,https://www.mercadolivre.com.br/kit-de-cartucho-hp-664xl-preto-e-colorido/p/MLB40534204#polycard_client=search-nordic&search_layout=grid&position=44&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB4046782123&sid=search,BRL 349.99,N/A,Sem desconto,ONIX_TECNOLOGIA,522413300,5_green,silver,4.6,118,84,29,3,1,1,True,0,0,113,2,3,N/A,Novo,Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta preta: pigmentada- color: corante. | Rende 480 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_839590-MLA91972241621_092025-E.webp,https://http2.mlstatic.com/D_NQ_NP_839590-MLA91972241621_092025-O.webp,MLB40534204,MLB40534204,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,100,Sim,Sim,30 dias,2025-09-28T19:03:46.176844,spider_scrapy,630235,200
MLB55765129,"Cartucho Hp 664 Preto(f6v29ab) Para Deskjet 4535, 4675, 1115, 2135, 3775",https://www.mercadolivre.com.br/cartucho-hp-664-pretof6v29ab-para-deskjet-4535-4675-1115-2135-3775/p/MLB55765129#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB4208206463&sid=search,BRL 68.9,N/A,Sem desconto,SCOTCH,1850917947,5_green,platinum,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 2 mL. | Cor da tinta: Preto. | Unidades por kit: 1. | Formato de venda: Unidade. | Rende 120 páginas. | Cartucho do tipo original. | Tinta pigmentada.,,Não,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_625984-MLA92180738030_092025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_625984-MLA92180738030_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB55765129,MLB55765129,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,25,Sim,Sim,30 dias,2025-09-28T19:03:49.225686,spider_scrapy,561101,200
N/A,"Kit 2 Cartuchos Hp 664 Preto E Hp 664 Colorido Hp 2676 ,3636",https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-preto-e-hp-664-colorido-hp-2676-3636/up/MLBU1737532805#polycard_client=search-nordic&search_layout=grid&position=46&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB2751400102&sid=search,BRL 176.86,R$ 198,Sem desconto,PMM STORE,826595888,5_green,gold,4.8,143,102,35,4,1,1,True,0,0,137,2,4,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto colorido | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 100 páginas | Tinta pigmentada.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_965315-MLB74475004245_022024-E.webp,"https://http2.mlstatic.com/D_NQ_NP_965315-MLB74475004245_022024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1737532805,MLBU1737532805,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,500,Sim,Sim,30 dias,2025-09-28T19:03:52.517711,spider_scrapy,612754,200
